framework,model,site,params,logrows,prove_s,verify_s,cpu_pct,peak_mem_mb,proof_kb,mean_abs_err,median_abs_err,mse_float,verified
ezkl,linear,295,4632,12,0.8401,0.0292,484.5,341.4,29.851,,,0.016183,True
ezkl,linear,296,4632,12,0.8155,0.0296,485.6,341.4,29.8,,,0.006301,True
ezkl,linear,297,4632,12,0.8475,0.0304,479.1,335.2,29.739,,,0.00469,True
ezkl,linear,298,4632,12,0.9038,0.0298,472.4,335.0,29.799,,,0.112563,True
ezkl,linear,299,4632,12,0.8758,0.0324,485.2,335.3,29.77,,,0.025423,True
ezkl,linear,300,4632,12,0.888,0.0297,482.0,338.4,29.785,,,0.040767,True
ezkl,linear,301,4632,12,0.8205,0.0287,485.1,339.3,29.772,,,0.029149,True
ezkl,linear,302,4632,12,0.7958,0.0316,459.9,341.2,29.738,,,0.027111,True
ezkl,linear,303,4632,12,0.9405,0.0302,491.2,341.3,29.83,,,0.024957,True
ezkl,linear,304,4632,12,0.8971,0.0267,457.0,338.3,29.701,,,0.033877,True
ezkl,linear,305,4632,12,0.8631,0.0287,458.8,336.7,29.82,,,0.024771,True
ezkl,linear,306,4632,12,0.8681,0.0291,460.8,336.7,29.772,,,0.013464,True
ezkl,linear,307,4632,12,0.9766,0.0288,474.1,336.0,29.825,,,0.027818,True
ezkl,linear,308,4632,12,0.8544,0.0304,463.5,338.3,29.732,,,0.033463,True
ezkl,linear,309,4632,12,0.8299,0.0299,477.2,338.2,29.765,,,0.020477,True
ezkl,linear,310,4632,12,0.7888,0.031,467.8,338.3,29.752,,,0.007098,True
ezkl,linear,311,4632,12,0.7898,0.0293,482.4,338.2,29.766,,,0.028938,True
ezkl,linear,312,4632,12,0.861,0.0307,482.0,338.4,29.776,,,0.079533,True
ezkl,linear,313,4632,12,0.8527,0.0272,467.9,338.1,29.709,,,0.004474,True
ezkl,linear,314,4632,12,1.0525,0.0345,465.6,341.2,29.857,,,0.006754,True
ezkl,linear,315,4632,12,0.9767,0.0322,476.1,341.1,29.831,,,0.025819,True
ezkl,linear,316,4632,12,0.8329,0.0248,477.8,343.2,29.761,,,0.048887,True
ezkl,linear,317,4632,12,0.8281,0.0283,483.0,335.8,29.771,,,0.099897,True
ezkl,linear,318,4632,12,0.8494,0.0307,473.3,335.9,29.81,,,0.100805,True
ezkl,linear,319,4632,12,0.8467,0.0268,450.0,339.9,29.804,,,0.054128,True
ezkl,linear,OT,4632,12,0.7796,0.0302,482.3,341.7,29.81,,,0.074122,True
