framework,model,site,params,logrows,prove_s,verify_s,cpu_pct,peak_mem_mb,proof_kb,mean_abs_err,median_abs_err,mse_float,verified
ezkl,dlinear,285,4632,12,0.8179,0.0272,481.7,335.5,29.852,,,0.012948,True
ezkl,dlinear,286,4632,12,0.8394,0.0318,474.1,335.6,29.771,,,0.009487,True
ezkl,dlinear,287,4632,12,0.7721,0.0259,483.1,335.5,29.786,,,0.013409,True
ezkl,dlinear,288,4632,12,0.8256,0.032,484.5,335.7,29.824,,,0.009729,True
ezkl,dlinear,289,4632,12,0.8511,0.0298,468.8,331.4,29.783,,,0.024435,True
ezkl,dlinear,290,4632,12,0.8003,0.0294,473.6,334.3,29.807,,,0.021539,True
ezkl,dlinear,291,4632,12,1.2459,0.0382,522.5,334.5,29.839,,,0.014417,True
ezkl,dlinear,292,4632,12,1.0157,0.0355,477.5,336.6,29.763,,,0.011325,True
ezkl,dlinear,293,4632,12,0.8601,0.0289,479.0,335.4,29.785,,,0.018097,True
ezkl,dlinear,294,4632,12,0.8463,0.0295,479.7,337.8,29.775,,,0.027498,True
ezkl,dlinear,295,4632,12,0.8227,0.0317,477.7,337.6,29.851,,,0.027802,True
ezkl,dlinear,296,4632,12,0.814,0.0292,487.7,331.6,29.857,,,0.014699,True
ezkl,dlinear,297,4632,12,0.8046,0.0294,491.0,331.4,29.879,,,0.008977,True
ezkl,dlinear,298,4632,12,0.792,0.0285,473.5,333.4,29.897,,,0.099776,True
ezkl,dlinear,299,4632,12,0.8226,0.0279,486.2,331.4,29.836,,,0.017173,True
ezkl,dlinear,300,4632,12,0.8278,0.0294,477.2,331.4,29.882,,,0.048905,True
ezkl,dlinear,301,4632,12,0.8589,0.0283,478.5,335.3,29.865,,,0.034878,True
ezkl,dlinear,302,4632,12,0.8431,0.0295,487.5,334.4,29.796,,,0.026499,True
ezkl,dlinear,303,4632,12,0.8466,0.0301,477.2,334.4,29.887,,,0.02938,True
ezkl,dlinear,304,4632,12,0.8406,0.033,478.2,336.6,29.77,,,0.030902,True
ezkl,dlinear,305,4632,12,0.8544,0.0307,484.6,334.4,29.825,,,0.019676,True
ezkl,dlinear,306,4632,12,0.8481,0.0313,486.9,336.5,29.82,,,0.009108,True
ezkl,dlinear,307,4632,12,0.8765,0.0286,482.6,336.2,29.857,,,0.023081,True
ezkl,dlinear,308,4632,12,0.8608,0.0307,461.2,336.6,29.854,,,0.034733,True
ezkl,dlinear,309,4632,12,0.8499,0.0319,473.0,336.7,29.84,,,0.01314,True
ezkl,dlinear,310,4632,12,0.8337,0.031,481.0,336.7,29.839,,,0.010136,True
ezkl,dlinear,311,4632,12,0.8261,0.0262,481.8,338.8,29.881,,,0.021102,True
ezkl,dlinear,312,4632,12,0.8464,0.0327,480.8,337.0,29.828,,,0.070447,True
ezkl,dlinear,313,4632,12,0.8307,0.0288,487.5,337.1,29.904,,,0.003208,True
ezkl,dlinear,314,4632,12,0.8179,0.0284,485.4,337.9,29.855,,,0.009216,True
ezkl,dlinear,315,4632,12,0.7908,0.0277,493.1,337.0,29.758,,,0.029566,True
ezkl,dlinear,316,4632,12,0.8768,0.0276,453.9,336.9,29.819,,,0.052913,True
ezkl,dlinear,317,4632,12,0.8602,0.0288,468.5,336.8,29.814,,,0.114037,True
ezkl,dlinear,318,4632,12,0.802,0.0309,462.6,333.9,29.85,,,0.101637,True
ezkl,dlinear,319,4632,12,0.8595,0.0285,472.4,336.8,29.812,,,0.045261,True
ezkl,dlinear,OT,4632,12,0.8726,0.0297,463.0,338.3,29.824,,,0.11663,True
