framework,model,site,params,bit_len,prove_s,verify_s,inference_s,context_s,proof_kb,peak_mem_mb,wall_s,affine_recon_err,mse_float,verified
deepprove,nlinear,248,4632,12,1.019,0.018,0.001,0.429,40.033203125,4174.6,1.587,5.960464477539062e-07,0.037714,True
deepprove,nlinear,249,4632,12,0.847,0.017,0.001,0.377,40.033203125,4174.6,1.356,8.344650268554688e-07,0.02482,True
deepprove,nlinear,250,4632,12,0.852,0.015,0.001,0.356,40.033203125,4174.8,1.338,4.76837158203125e-07,0.027539,True
deepprove,nlinear,251,4632,12,1.004,0.018,0.001,0.39,40.033203125,4174.6,1.525,4.76837158203125e-07,0.019706,True
deepprove,nlinear,252,4632,12,0.841,0.021,0.001,0.402,40.033203125,4174.6,1.393,4.76837158203125e-07,0.028553,True
deepprove,nlinear,253,4632,12,0.851,0.02,0.001,0.385,40.033203125,4174.6,1.367,5.960464477539062e-07,0.010466,True
deepprove,nlinear,254,4632,12,0.832,0.019,0.001,0.362,40.033203125,4174.6,1.332,4.76837158203125e-07,0.018775,True
deepprove,nlinear,255,4632,12,1.033,0.017,0.001,0.475,40.033203125,4174.6,1.642,5.960464477539062e-07,0.04825,True
deepprove,nlinear,256,4632,12,1.08,0.02,0.001,0.354,40.033203125,4174.6,1.572,5.960464477539062e-07,0.033918,True
deepprove,nlinear,257,4632,12,1.157,0.018,0.001,0.572,40.033203125,4174.6,1.875,7.152557373046875e-07,0.025309,True
deepprove,nlinear,258,4632,12,1.24,0.021,0.001,0.477,40.033203125,4174.6,1.865,3.5762786865234375e-07,0.037208,True
deepprove,nlinear,259,4632,12,1.148,0.018,0.001,0.351,40.033203125,4174.6,1.63,7.152557373046875e-07,0.048263,True
deepprove,nlinear,260,4632,12,0.834,0.018,0.001,0.39,40.033203125,4174.6,1.355,4.76837158203125e-07,0.110367,True
deepprove,nlinear,261,4632,12,0.986,0.018,0.002,0.453,40.033203125,4174.6,1.57,3.5762786865234375e-07,0.012071,True
deepprove,nlinear,262,4632,12,0.835,0.026,0.001,0.354,40.033203125,4174.6,1.336,4.76837158203125e-07,0.024102,True
deepprove,nlinear,263,4632,12,0.881,0.018,0.001,0.382,40.033203125,4174.6,1.399,7.152557373046875e-07,0.03235,True
deepprove,nlinear,264,4632,12,0.995,0.017,0.001,0.362,40.033203125,4174.6,1.492,3.5762786865234375e-07,0.035498,True
deepprove,nlinear,265,4632,12,0.854,0.016,0.001,0.436,40.033203125,4174.6,1.424,1.1920928955078125e-06,0.018692,True
deepprove,nlinear,266,4632,12,0.815,0.016,0.001,0.378,40.033203125,4174.6,1.322,4.76837158203125e-07,0.027626,True
deepprove,nlinear,267,4632,12,0.805,0.017,0.001,0.364,40.033203125,4174.8,1.299,7.152557373046875e-07,0.018631,True
deepprove,nlinear,268,4632,12,1.007,0.017,0.001,0.47,40.033203125,4174.6,1.611,5.960464477539062e-07,0.01837,True
deepprove,nlinear,269,4632,12,0.891,0.019,0.001,0.383,40.033203125,4174.6,1.406,9.5367431640625e-07,0.021154,True
deepprove,nlinear,270,4632,12,0.813,0.017,0.001,0.388,40.033203125,4174.6,1.333,5.960464477539062e-07,0.033109,True
deepprove,nlinear,271,4632,12,0.976,0.018,0.001,0.364,40.033203125,4174.6,1.479,3.5762786865234375e-07,0.037005,True
deepprove,nlinear,272,4632,12,0.868,0.017,0.001,0.408,40.033203125,4174.6,1.411,3.5762786865234375e-07,0.017659,True
deepprove,nlinear,273,4632,12,1.083,0.018,0.001,0.422,40.033203125,4174.6,1.64,7.152557373046875e-07,0.038991,True
deepprove,nlinear,274,4632,12,1.441,0.02,0.001,0.636,40.033203125,4174.6,2.227,1.0728836059570312e-06,0.143892,True
deepprove,nlinear,275,4632,12,1.376,0.024,0.001,0.599,40.033203125,4174.6,2.16,7.152557373046875e-07,0.11601,True
deepprove,nlinear,276,4632,12,0.983,0.022,0.001,0.685,40.033203125,4174.6,1.832,4.76837158203125e-07,0.039168,True
deepprove,nlinear,277,4632,12,1.071,0.016,0.001,0.581,40.033203125,4174.6,1.81,4.76837158203125e-07,0.027374,True
deepprove,nlinear,278,4632,12,1.162,0.016,0.001,0.364,40.033203125,4174.6,1.66,4.76837158203125e-07,0.017171,True
deepprove,nlinear,279,4632,12,0.865,0.017,0.001,0.379,40.033203125,4174.6,1.383,4.76837158203125e-07,0.04648,True
deepprove,nlinear,280,4632,12,0.98,0.017,0.001,0.451,40.033203125,4174.6,1.566,2.384185791015625e-07,0.028842,True
deepprove,nlinear,281,4632,12,1.051,0.016,0.001,0.398,40.033203125,4174.6,1.58,4.76837158203125e-07,0.195217,True
deepprove,nlinear,282,4632,12,1.026,0.017,0.001,0.463,40.033203125,4174.6,1.625,5.960464477539062e-07,0.025513,True
deepprove,nlinear,283,4632,12,1.186,0.017,0.001,0.461,40.033203125,4174.6,1.781,3.5762786865234375e-07,0.010911,True
deepprove,nlinear,284,4632,12,0.959,0.017,0.001,0.377,40.033203125,4174.6,1.467,2.384185791015625e-07,0.021297,True
deepprove,nlinear,285,4632,12,0.813,0.018,0.001,0.393,40.033203125,4174.6,1.34,3.5762786865234375e-07,0.01218,True
deepprove,nlinear,286,4632,12,1.08,0.018,0.001,0.351,40.033203125,4174.6,1.561,3.5762786865234375e-07,0.008905,True
deepprove,nlinear,287,4632,12,0.857,0.019,0.001,0.39,40.033203125,4174.6,1.384,2.384185791015625e-07,0.007545,True
deepprove,nlinear,288,4632,12,0.856,0.016,0.001,0.358,40.033203125,4174.6,1.346,2.384185791015625e-07,0.01609,True
deepprove,nlinear,289,4632,12,0.86,0.02,0.001,0.347,40.033203125,4174.6,1.341,5.960464477539062e-07,0.024059,True
deepprove,nlinear,290,4632,12,0.948,0.018,0.001,0.527,40.033203125,4174.6,1.616,3.5762786865234375e-07,0.017485,True
deepprove,nlinear,291,4632,12,0.879,0.02,0.001,0.362,40.033203125,4174.6,1.378,2.980232238769531e-07,0.021766,True
deepprove,nlinear,292,4632,12,0.838,0.018,0.001,0.374,40.033203125,4174.6,1.345,4.76837158203125e-07,0.006873,True
deepprove,nlinear,293,4632,12,1.057,0.018,0.001,0.42,40.033203125,4174.6,1.61,3.5762786865234375e-07,0.022149,True
deepprove,nlinear,294,4632,12,0.835,0.018,0.001,0.35,40.033203125,4174.6,1.311,2.980232238769531e-07,0.029831,True
deepprove,nlinear,295,4632,12,0.88,0.018,0.001,0.391,40.033203125,4174.6,1.402,2.384185791015625e-07,0.013167,True
deepprove,nlinear,296,4632,12,0.903,0.019,0.001,0.359,40.033203125,4174.6,1.403,9.5367431640625e-07,0.012552,True
deepprove,nlinear,297,4632,12,0.873,0.018,0.001,0.489,40.033203125,4174.6,1.498,5.960464477539062e-07,0.011955,True
deepprove,nlinear,298,4632,12,1.182,0.017,0.001,0.359,40.033203125,4174.6,1.672,3.5762786865234375e-07,0.111182,True
deepprove,nlinear,299,4632,12,0.816,0.017,0.001,0.383,40.033203125,4174.6,1.333,3.5762786865234375e-07,0.01115,True
deepprove,nlinear,300,4632,12,1.004,0.019,0.001,0.455,40.033203125,4174.6,1.602,4.76837158203125e-07,0.040658,True
deepprove,nlinear,301,4632,12,0.799,0.017,0.001,0.369,40.033203125,4174.6,1.301,3.5762786865234375e-07,0.028738,True
deepprove,nlinear,302,4632,12,0.843,0.017,0.001,0.359,40.033203125,4174.6,1.336,3.5762786865234375e-07,0.026442,True
deepprove,nlinear,303,4632,12,0.992,0.017,0.001,0.344,40.033203125,4174.6,1.469,1.993030309677124e-07,0.028212,True
deepprove,nlinear,304,4632,12,0.817,0.017,0.001,0.428,40.033203125,4174.6,1.381,5.960464477539062e-07,0.027412,True
deepprove,nlinear,305,4632,12,0.853,0.016,0.001,0.357,40.033203125,4174.6,1.34,2.384185791015625e-07,0.017551,True
deepprove,nlinear,306,4632,12,0.838,0.019,0.001,0.355,40.033203125,4174.6,1.327,4.76837158203125e-07,0.007752,True
deepprove,nlinear,307,4632,12,1.005,0.017,0.001,0.457,40.033203125,4174.6,1.591,2.384185791015625e-07,0.031282,True
deepprove,nlinear,308,4632,12,0.789,0.018,0.001,0.381,40.033203125,4174.6,1.305,9.5367431640625e-07,0.024204,True
deepprove,nlinear,309,4632,12,0.838,0.017,0.001,0.371,40.033203125,4174.6,1.34,2.384185791015625e-07,0.009595,True
deepprove,nlinear,310,4632,12,0.931,0.023,0.001,0.362,40.033203125,4174.6,1.433,2.980232238769531e-07,0.006982,True
deepprove,nlinear,311,4632,12,0.865,0.019,0.001,0.402,40.033203125,4174.6,1.416,3.5762786865234375e-07,0.020725,True
deepprove,nlinear,312,4632,12,0.956,0.019,0.001,0.379,40.033203125,4174.6,1.471,5.960464477539062e-07,0.07951,True
deepprove,nlinear,313,4632,12,0.812,0.018,0.001,0.348,40.033203125,4174.6,1.292,2.384185791015625e-07,0.002288,True
deepprove,nlinear,314,4632,12,1.034,0.018,0.001,0.481,40.033203125,4174.6,1.644,3.5762786865234375e-07,0.007647,True
deepprove,nlinear,315,4632,12,0.825,0.019,0.001,0.349,40.033203125,4174.6,1.31,5.662441253662109e-07,0.019095,True
deepprove,nlinear,316,4632,12,0.82,0.017,0.001,0.383,40.033203125,4174.6,1.332,2.384185791015625e-07,0.044916,True
deepprove,nlinear,317,4632,12,0.958,0.018,0.001,0.358,40.033203125,4174.6,1.449,8.940696716308594e-07,0.11623,True
deepprove,nlinear,318,4632,12,0.856,0.017,0.001,0.392,40.033203125,4174.6,1.388,2.384185791015625e-07,0.099452,True
deepprove,nlinear,319,4632,12,1.25,0.019,0.001,0.375,40.033203125,4174.6,1.764,1.430511474609375e-06,0.03757,True
deepprove,nlinear,OT,4632,12,0.836,0.02,0.001,0.351,40.033203125,4174.6,1.323,4.76837158203125e-07,0.066569,True
