framework,model,site,params,logrows,prove_s,verify_s,cpu_pct,peak_mem_mb,proof_kb,mean_abs_err,median_abs_err,mse_float,verified
ezkl,nlinear,283,4632,12,0.8117,0.0324,487.9,344.2,29.847,,,0.010911,True
ezkl,nlinear,284,4632,12,0.8309,0.0317,477.8,345.1,29.835,,,0.021297,True
ezkl,nlinear,285,4632,12,0.7988,0.0282,480.8,344.3,29.815,,,0.01218,True
ezkl,nlinear,286,4632,12,0.8539,0.0285,461.4,341.0,29.793,,,0.008905,True
ezkl,nlinear,287,4632,12,0.7877,0.0324,471.0,344.1,29.82,,,0.007545,True
ezkl,nlinear,288,4632,12,0.8419,0.0304,497.7,341.2,29.829,,,0.01609,True
ezkl,nlinear,289,4632,12,0.8563,0.0317,480.0,344.1,29.825,,,0.024059,True
ezkl,nlinear,290,4632,12,0.8166,0.0282,472.7,344.1,29.824,,,0.017485,True
ezkl,nlinear,291,4632,12,0.8626,0.0282,480.0,344.0,29.768,,,0.021766,True
ezkl,nlinear,292,4632,12,0.7887,0.0293,483.1,344.1,29.812,,,0.006873,True
ezkl,nlinear,293,4632,12,0.8502,0.028,475.2,344.2,29.774,,,0.022149,True
ezkl,nlinear,294,4632,12,0.7906,0.0268,488.2,344.0,29.828,,,0.029831,True
ezkl,nlinear,295,4632,12,0.8123,0.029,485.0,344.2,29.752,,,0.013167,True
ezkl,nlinear,296,4632,12,0.8544,0.0305,465.8,344.2,29.813,,,0.012552,True
ezkl,nlinear,297,4632,12,0.7901,0.031,470.8,344.2,29.771,,,0.011955,True
ezkl,nlinear,298,4632,12,0.8351,0.0312,475.4,344.2,29.757,,,0.111182,True
ezkl,nlinear,299,4632,12,0.8528,0.0294,472.6,341.3,29.924,,,0.01115,True
ezkl,nlinear,300,4632,12,0.8382,0.0329,477.2,344.3,29.799,,,0.040658,True
ezkl,nlinear,301,4632,12,0.7917,0.0281,490.1,344.2,29.819,,,0.028738,True
ezkl,nlinear,302,4632,12,0.8729,0.0295,488.0,344.8,29.807,,,0.026442,True
ezkl,nlinear,303,4632,12,0.831,0.0332,480.1,345.3,29.812,,,0.028212,True
ezkl,nlinear,304,4632,12,0.8438,0.031,488.3,344.2,29.853,,,0.027412,True
ezkl,nlinear,305,4632,12,0.8619,0.0259,464.1,344.2,29.814,,,0.017551,True
ezkl,nlinear,306,4632,12,1.0705,0.0303,525.9,344.0,29.72,,,0.007752,True
ezkl,nlinear,307,4632,12,0.8491,0.0323,477.0,344.4,29.819,,,0.031282,True
ezkl,nlinear,308,4632,12,0.8729,0.0313,477.7,344.3,29.784,,,0.024204,True
ezkl,nlinear,309,4632,12,0.8697,0.0317,473.7,346.2,29.794,,,0.009595,True
ezkl,nlinear,310,4632,12,0.8069,0.0298,483.3,344.2,29.764,,,0.006982,True
ezkl,nlinear,311,4632,12,0.8263,0.0286,479.2,344.2,29.842,,,0.020725,True
ezkl,nlinear,312,4632,12,0.7627,0.0286,479.9,341.0,29.833,,,0.07951,True
ezkl,nlinear,313,4632,12,0.7914,0.0301,495.3,341.2,29.773,,,0.002288,True
ezkl,nlinear,314,4632,12,0.8565,0.0301,485.7,345.1,29.779,,,0.007647,True
ezkl,nlinear,315,4632,12,0.8258,0.0308,480.8,344.4,29.788,,,0.019095,True
ezkl,nlinear,316,4632,12,0.8447,0.0363,480.6,344.3,29.792,,,0.044916,True
ezkl,nlinear,317,4632,12,0.8294,0.0302,475.0,344.2,29.788,,,0.11623,True
ezkl,nlinear,318,4632,12,1.0651,0.0375,447.9,344.1,29.782,,,0.099452,True
ezkl,nlinear,319,4632,12,1.2667,0.0357,505.3,346.3,29.781,,,0.03757,True
ezkl,nlinear,OT,4632,12,0.8289,0.032,482.6,346.3,29.846,,,0.066569,True
